,contextFold,contrafold,e2efold,ipknot,mxfold,mxfold2,rna-state-inf,rna-structure,rnafold,spot-rna,ufold
6XJY_1_A,0.524,0.615,0.056,0.542,0.611,0.697,0.533,0.0,0.697,0.524,0.262
6XJY_1_B,0.509,0.598,0.11,0.527,0.594,0.678,0.518,0.0,0.678,0.509,0.255
6XJZ_1_A,0.516,0.606,0.056,0.535,0.602,0.687,0.525,0.0,0.687,0.516,0.258
6XJZ_1_B,0.539,0.633,0.058,0.558,0.629,0.718,0.549,0.0,0.718,0.539,0.27
6XKN_1_A,0.652,0.614,0.0,0.686,0.608,0.446,0.658,0.549,0.309,0.857,0.735
6XKO_1_A,0.612,0.574,0.043,0.645,0.569,0.402,0.77,0.0,0.261,0.799,0.64
6XMF_1_C,0.654,0.764,0.037,0.701,0.665,0.751,0.751,0.535,0.751,0.678,0.754
6XMG_1_C,0.506,0.75,0.038,0.76,0.648,0.748,0.737,0.55,0.727,0.523,0.713
6XN3_1_R-T,0.917,0.939,0.121,0.917,0.895,0.917,0.917,0.917,0.917,0.939,0.939
6XN4_1_R-T,0.14,0.133,0.0,0.136,0.136,0.133,0.136,0.133,0.133,0.133,0.133
6XN5_1_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6XN7_1_R-T,0.948,0.948,0.0,0.948,0.909,0.929,0.948,0.948,0.948,0.948,0.948
6XQB_1_F-E,0.791,0.866,0.0,0.866,0.866,0.791,0.866,0.866,0.866,0.866,0.935
6XQD_1_1B,0.748,0.592,0.728,0.64,0.562,0.739,0.541,0.197,0.573,0.797,0.728
6XQD_1_1x,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
6XQD_1_2B,0.733,0.572,0.712,0.622,0.54,0.724,0.518,0.224,0.553,0.784,0.712
6XQD_1_2x,0.499,0.441,0.174,0.662,0.486,0.861,0.451,0.451,0.861,0.883,0.861
6XQE_1_1B,0.753,0.596,0.733,0.645,0.566,0.744,0.545,0.198,0.578,0.785,0.733
6XQE_1_1x,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
6XQE_1_2B,0.747,0.6,0.725,0.632,0.566,0.738,0.543,0.235,0.58,0.802,0.725
6XQE_1_2x,0.499,0.432,0.174,0.645,0.473,0.861,0.441,0.441,0.84,0.864,0.861
6XRQ_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6XRQ_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6XRZ_6_A,0.223,0.583,0.075,0.536,0.541,0.602,0.542,0.572,0.274,0.602,0.488
6XU6_1_A7,0.629,0.396,0.651,0.385,0.399,0.371,0.513,0.294,0.507,0.676,0.651
6XU7_1_A7,0.611,0.426,0.636,0.441,0.43,0.399,0.552,0.317,0.552,0.621,0.636
6XU7_1_B,0.559,0.327,0.74,0.355,0.342,0.506,0.205,0.559,0.32,0.762,0.74
6XU8_1_A7,0.636,0.393,0.659,0.382,0.395,0.372,0.516,0.285,0.51,0.647,0.659
6XWJ_1_A,0.949,0.949,0.0,0.894,0.949,0.949,0.894,0.894,0.949,0.949,0.949
6XWW_1_A,0.935,1.0,0.0,0.935,1.0,1.0,1.0,0.935,1.0,0.935,1.0
6XXA_1_A,1.0,1.0,0.0,0.943,1.0,1.0,0.943,0.943,1.0,1.0,1.0
6XXB_1_A,0.935,1.0,0.0,0.935,1.0,1.0,1.0,0.935,1.0,0.935,1.0
6XYW_1_3,0.532,0.438,0.363,0.433,0.249,0.477,0.159,0.369,0.375,0.539,0.357
6XZ7_1_B,0.733,0.198,0.733,0.494,0.219,0.611,0.198,0.191,0.189,0.801,0.743
6XZ7_1_f,0.499,0.441,0.174,0.662,0.486,0.861,0.451,0.451,0.861,0.883,0.861
6XZ7_1_g,0.39,0.365,0.063,0.455,0.405,0.836,0.377,0.191,0.377,0.678,0.405
6XZA_1_B2,0.733,0.198,0.733,0.494,0.219,0.611,0.198,0.191,0.189,0.801,0.743
6XZA_1_f2,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
6XZB_1_B2,0.733,0.198,0.733,0.494,0.219,0.611,0.198,0.191,0.189,0.801,0.743
6XZB_1_f2,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
6XZB_1_g2,0.382,0.357,0.062,0.446,0.396,0.818,0.369,0.187,0.369,0.663,0.396
6XZD_1_IN1,0.0,0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6XZG_1_IN1,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577,0.0
6XZP_1_IN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791,0.0
6XZQ_1_I,0.0,0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548,0.0
6XZR_1_IN1,0.0,0.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612,0.0
6Y0C_1_IN1,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745,0.0
6Y0G_1_B4,0.682,0.355,0.682,0.443,0.453,0.701,0.701,0.315,0.701,0.808,0.72
6Y0G_1_D4,0.734,0.431,0.734,0.514,0.514,0.735,0.751,0.334,0.735,0.847,0.768
6Y0G_1_L7,0.676,0.561,0.687,0.518,0.594,0.433,0.602,0.243,0.66,0.743,0.687
6Y0T_1_A,0.645,0.707,0.0,0.645,0.707,0.707,0.707,0.645,0.707,0.764,0.707
6Y0T_1_B,0.645,0.707,0.0,0.645,0.707,0.707,0.707,0.645,0.707,0.764,0.707
6Y0Y_1_A,0.764,0.612,0.0,0.546,0.612,0.612,0.707,0.645,0.51,0.866,0.764
6Y2L_1_B4,0.743,0.437,0.743,0.521,0.521,0.744,0.761,0.338,0.744,0.858,0.778
6Y2L_1_L7,0.718,0.598,0.729,0.553,0.613,0.466,0.641,0.271,0.701,0.784,0.729
6Y3G_1_F,0.761,0.454,0.134,0.454,0.49,0.845,0.465,0.206,0.296,0.688,0.709
6Y4B_1_F,0.309,0.462,0.073,0.451,0.513,0.861,0.486,0.246,0.301,0.795,0.546
6Y50_1_2,0.55,0.629,0.0,0.667,0.25,0.0,0.5,0.583,0.745,0.471,0.782
6Y53_1_2,0.605,0.678,0.0,0.528,0.644,0.726,0.726,0.363,0.726,0.665,0.585
6Y57_1_B4,0.633,0.575,0.743,0.575,0.689,0.743,0.242,0.38,0.406,0.795,0.743
6Y57_1_D4,0.518,0.242,0.247,0.252,0.311,0.505,0.247,0.303,0.242,0.567,0.505
6Y57_1_L7,0.682,0.568,0.692,0.525,0.582,0.443,0.608,0.257,0.665,0.744,0.692
6Y5Q_1_2,0.177,0.599,0.037,0.648,0.452,0.593,0.456,0.355,0.577,0.641,0.392
6Y69_1_B,0.756,0.207,0.756,0.509,0.23,0.695,0.204,0.182,0.194,0.826,0.766
6Y69_1_w,0.735,0.698,0.502,0.598,0.735,0.735,0.735,0.735,0.735,0.805,0.735
6Y6X_1_L7,0.724,0.603,0.735,0.557,0.618,0.47,0.646,0.42,0.706,0.79,0.735
6YAL_1_1,0.641,0.596,0.581,0.57,0.698,0.753,0.526,0.386,0.411,0.772,0.753
6YAM_1_1,0.641,0.596,0.581,0.57,0.698,0.753,0.526,0.386,0.411,0.772,0.753
6YAN_1_1,0.669,0.622,0.606,0.595,0.729,0.786,0.548,0.402,0.429,0.805,0.786
6YBV_1_w,0.612,0.556,0.727,0.556,0.671,0.727,0.213,0.391,0.382,0.68,0.727
6YDP_1_AV,0.687,0.387,0.289,0.441,0.264,0.707,0.387,0.387,0.387,0.65,0.645
6YDP_1_BB,0.732,0.775,0.276,0.639,0.422,0.548,0.49,0.519,0.503,0.799,0.754
6YDW_1_AV,0.697,0.38,0.293,0.447,0.267,0.717,0.38,0.38,0.38,0.659,0.655
6YDW_1_AY,0.718,0.392,0.302,0.461,0.275,0.739,0.392,0.392,0.392,0.639,0.674
6YDW_1_BB,0.698,0.739,0.263,0.609,0.402,0.522,0.467,0.494,0.479,0.762,0.719
6YEF_1_B,0.707,0.333,0.731,0.284,0.325,0.479,0.666,0.107,0.175,0.783,0.743
6YEF_1_x,0.534,0.469,0.4,0.581,0.492,0.873,0.873,0.459,0.873,0.853,0.873
6YFT_1_RA,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RB,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RC,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RD,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RE,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RF,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RG,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RH,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RI,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RJ,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RK,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RL,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RM,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RN,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RO,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RP,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RQ,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RR,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RS,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RT,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RU,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RV,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RW,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RX,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RY,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_RZ,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SA,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SB,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SC,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SD,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SE,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SF,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SG,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SH,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SI,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SJ,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SK,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SL,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SM,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SN,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SO,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SP,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SQ,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SR,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SS,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_ST,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SU,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SV,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SW,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SX,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SY,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_SZ,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_TA,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_TB,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_TC,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_TD,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_TE,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_TF,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_TG,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YFT_1_TH,0.943,0.0,0.0,0.0,0.0,0.943,0.0,0.943,0.943,0.577,0.0
6YHS_1_5,0.743,0.635,0.743,0.682,0.585,0.637,0.555,0.526,0.505,0.81,0.743
6YHS_1_8-6,0.816,0.0,0.0,0.0,0.0,0.816,0.0,0.0,0.0,1.0,0.0
6YL5_1_A,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YL5_1_C,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YL5_1_E,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YL5_1_G,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YL5_1_I,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YL5_1_K,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YLB_1_A,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YLB_1_C,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YLB_1_F,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YLB_1_I,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YLB_1_M,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YLB_1_O,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YLG_1_3,0.685,0.667,0.636,0.629,0.487,0.43,0.624,0.196,0.49,0.655,0.732
6YLH_1_3,0.685,0.667,0.636,0.629,0.487,0.43,0.624,0.196,0.49,0.655,0.732
6YLX_1_6,0.542,0.724,0.0,0.752,0.724,0.724,0.528,0.7,0.646,0.669,0.678
6YLY_1_6,0.492,0.684,0.0,0.71,0.661,0.684,0.472,0.661,0.606,0.65,0.64
6YMI_1_A,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMI_1_C,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMI_1_F,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMI_1_I,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMI_1_M,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMI_1_O,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMJ_1_A,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YMJ_1_C,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMJ_1_F,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YMJ_1_I,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMJ_1_M,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YMJ_1_O,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMK_1_A,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YMK_1_C,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMK_1_F,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YMK_1_I,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMK_1_M,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMK_1_O,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YML_1_A,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YML_1_C,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YMM_1_A,0.548,0.335,0.283,0.335,0.239,0.335,0.335,0.0,0.335,0.717,0.335
6YMM_1_C,0.577,0.354,0.298,0.354,0.252,0.354,0.354,0.0,0.354,0.756,0.354
6YPU_1_4,0.816,0.559,0.031,0.582,0.726,0.368,0.162,0.165,0.162,0.204,0.346
6YS3_1_a,0.644,0.104,0.644,0.374,0.116,0.342,0.104,0.1,0.099,0.708,0.644
6YS3_1_v,0.293,0.242,0.267,0.303,0.303,0.275,0.303,0.223,0.283,0.296,0.275
6YS5_1_3,0.681,0.478,0.331,0.456,0.503,0.513,0.517,0.304,0.335,0.331,0.422
6YS5_1_7,0.845,0.845,0.267,0.845,0.845,0.845,0.845,0.845,0.845,0.926,0.845
6YSI_1_5,0.73,0.624,0.73,0.67,0.575,0.626,0.546,0.517,0.496,0.797,0.73
6YSI_1_8-6,0.816,0.0,0.0,0.0,0.0,0.816,0.0,0.0,0.0,1.0,0.0
6YSR_1_B,0.762,0.209,0.762,0.513,0.232,0.635,0.206,0.183,0.196,0.833,0.773
6YSR_1_w,0.861,0.441,0.064,0.522,0.499,0.861,0.861,0.41,0.861,0.903,0.818
6YSS_1_B,0.762,0.209,0.762,0.513,0.232,0.635,0.206,0.183,0.196,0.833,0.773
6YSS_1_w,0.861,0.441,0.064,0.522,0.499,0.861,0.861,0.41,0.861,0.903,0.818
6YST_1_B,0.707,0.194,0.707,0.476,0.215,0.589,0.191,0.17,0.182,0.773,0.717
6YST_1_w,0.791,0.442,0.059,0.516,0.458,0.791,0.791,0.415,0.791,0.829,0.791
6YSU_1_B,0.75,0.205,0.75,0.505,0.228,0.634,0.203,0.18,0.193,0.82,0.76
6YSU_1_w,0.68,0.36,0.056,0.432,0.359,0.68,0.68,0.369,0.68,0.685,0.643
6YT9_1_4,0.798,0.546,0.031,0.569,0.71,0.359,0.158,0.162,0.158,0.199,0.338
6YTF_1_3,0.664,0.463,0.331,0.44,0.491,0.5,0.502,0.294,0.32,0.316,0.408
6YTF_1_7,0.913,0.913,0.289,0.913,0.913,0.913,0.913,0.913,0.913,1.0,0.913
6YWE_1_bb,0.804,0.77,0.786,0.731,0.805,0.805,0.804,0.787,0.805,0.857,0.804
6YWX_1_bb,0.676,0.271,0.113,0.296,0.287,0.676,0.279,0.676,0.296,0.677,0.328
6YWY_1_bb,0.717,0.72,0.616,0.666,0.72,0.72,0.736,0.596,0.72,0.772,0.735
6YYM_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6YYT_1_P-Q-U-T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6Z18_1_A-B,0.866,1.0,0.0,0.668,0.474,0.866,0.866,0.791,0.866,0.408,0.0
6Z6B_1_BBB,0.707,0.0,0.5,0.0,0.0,0.707,0.0,0.0,0.0,0.707,0.577
6Z6B_1_CCC-DDD,0.894,0.894,0.224,0.894,0.894,0.894,0.894,0.775,0.837,0.894,0.894
6Z6B_1_HHH-XXX,0.943,0.943,0.236,0.943,0.943,0.943,0.943,0.816,0.882,0.943,0.943
6Z6G_1_H-X,0.707,0.0,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6Z6J_1_C4,0.666,0.65,0.707,0.545,0.57,0.525,0.611,0.338,0.488,0.703,0.718
6Z6K_1_C4,0.681,0.666,0.724,0.558,0.583,0.538,0.625,0.346,0.5,0.719,0.735
6Z6L_1_CC,0.607,0.587,0.672,0.596,0.46,0.566,0.587,0.363,0.607,0.696,0.689
6Z6L_1_L7,0.724,0.603,0.735,0.557,0.618,0.47,0.646,0.42,0.706,0.79,0.735
6Z6M_1_CC,0.756,0.772,0.724,0.606,0.772,0.741,0.297,0.504,0.772,0.741,0.724
6Z6M_1_L7,0.73,0.607,0.741,0.562,0.623,0.474,0.651,0.423,0.712,0.797,0.741
6Z6N_1_CC,0.588,0.602,0.689,0.612,0.472,0.58,0.602,0.372,0.588,0.746,0.707
6Z6N_1_L7,0.73,0.607,0.741,0.562,0.623,0.474,0.651,0.423,0.712,0.797,0.741
6Z8K_1_H-X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6Z8K_1_P-T,0.837,1.0,0.365,0.894,0.894,0.894,0.837,0.894,0.894,0.894,1.0
6Z9P_1_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6Z9R_1_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6ZDP_1_B,0.344,0.467,0.385,0.503,0.354,0.856,0.856,0.304,0.467,0.531,0.516
6ZDQ_1_C,0.284,0.905,0.174,0.672,0.322,0.776,0.776,0.213,0.776,0.228,0.237
6ZDU_1_C,0.221,0.809,0.093,0.626,0.236,0.678,0.678,0.442,0.678,0.167,0.173
6ZDU_1_D,0.281,0.829,0.103,0.736,0.281,0.77,0.77,0.501,0.77,0.199,0.199
6ZJ3_1_LD,0.619,0.74,0.034,0.696,0.629,0.736,0.6,0.575,0.632,0.373,0.419
6ZJ3_1_LJ,0.213,0.0,0.034,0.095,0.0,0.268,0.0,0.0,0.0,0.0,0.0
6ZJ3_1_LK,0.512,0.614,0.0,0.614,0.429,0.585,0.585,0.56,0.56,0.686,0.647
6ZJ3_1_LL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6ZJ3_1_LN,0.795,0.946,0.066,0.795,0.764,0.889,0.858,0.574,0.0,0.535,0.946
6ZJ3_1_LO,0.676,0.598,0.74,0.56,0.609,0.579,0.573,0.336,0.598,0.774,0.73
6ZJ3_1_S2,0.767,0.385,0.59,0.48,0.541,0.767,0.767,0.337,0.767,0.72,0.748
6ZJ3_1_S3,0.711,0.421,0.711,0.471,0.499,0.711,0.731,0.363,0.715,0.759,0.715
6ZJ3_1_S4,0.775,0.423,0.775,0.518,0.558,0.775,0.775,0.378,0.775,0.762,0.759
6ZLC_1_C-D,0.0,0.973,0.324,0.918,0.918,0.918,0.918,0.889,0.918,0.973,0.973
6ZM5_1_B,0.452,0.549,0.465,0.386,0.461,0.629,0.449,0.28,0.28,0.74,0.719
6ZM5_1_w,0.37,0.232,0.104,0.323,0.365,0.189,0.247,0.155,0.189,0.753,0.598
6ZM5_1_x,0.686,0.708,0.0,0.707,0.707,0.767,0.686,0.748,0.786,0.84,0.786
6ZM6_1_B,0.446,0.541,0.458,0.381,0.454,0.62,0.443,0.275,0.275,0.729,0.708
6ZM6_1_w,0.36,0.226,0.101,0.314,0.37,0.184,0.24,0.151,0.184,0.734,0.583
6ZM6_1_x,0.707,0.73,0.0,0.729,0.729,0.791,0.707,0.771,0.81,0.866,0.81
6ZM7_1_CC,0.588,0.566,0.653,0.612,0.472,0.58,0.566,0.372,0.588,0.681,0.67
6ZM7_1_L7,0.718,0.598,0.729,0.553,0.613,0.466,0.641,0.417,0.701,0.784,0.729
6ZME_1_CC,0.613,0.59,0.68,0.637,0.492,0.605,0.59,0.398,0.613,0.71,0.698
6ZME_1_L7,0.742,0.618,0.753,0.571,0.633,0.482,0.662,0.43,0.724,0.81,0.753
6ZMI_1_CC,0.666,0.646,0.698,0.62,0.478,0.625,0.646,0.415,0.666,0.756,0.717
6ZMI_1_L7,0.718,0.598,0.729,0.553,0.613,0.466,0.641,0.417,0.701,0.784,0.729
6ZMO_1_CB,0.781,0.551,0.765,0.631,0.586,0.718,0.643,0.49,0.751,0.797,0.781
6ZMO_1_CC,0.666,0.646,0.698,0.62,0.478,0.625,0.646,0.415,0.666,0.756,0.717
6ZMO_1_L7,0.736,0.612,0.747,0.566,0.628,0.478,0.656,0.427,0.718,0.803,0.747
6ZMW_1_w,0.647,0.585,0.767,0.585,0.708,0.767,0.225,0.402,0.402,0.751,0.767
6ZOL_1_2,0.248,0.07,0.026,0.075,0.121,0.159,0.105,0.126,0.174,0.148,0.129
6ZP4_1_1,0.738,0.577,0.738,0.552,0.553,0.738,0.216,0.34,0.372,0.829,0.738
6ZPF_1_K-L,0.791,1.0,0.316,0.866,0.866,0.866,0.707,0.707,0.866,0.935,0.707
6ZQ9_1_K-L,0.791,1.0,0.316,0.866,0.866,0.866,0.707,0.707,0.866,0.935,0.707
6ZQC_1_D4,0.375,0.5,0.0,0.351,0.38,0.5,0.401,0.351,0.423,0.396,0.451
6ZQD_1_D4-D2,0.452,0.558,0.0,0.43,0.419,0.433,0.423,0.285,0.353,0.55,0.517
6ZQE_1_D4-D2,0.462,0.575,0.0,0.437,0.432,0.448,0.437,0.291,0.36,0.563,0.521
6ZR1_1_K-L,0.791,1.0,0.316,0.866,0.866,0.866,0.707,0.707,0.866,0.935,0.707
6ZRL_1_M-N,0.791,1.0,0.316,0.866,0.866,0.866,0.707,0.707,0.866,0.935,0.707
6ZRS_1_K-L,0.791,1.0,0.316,0.866,0.866,0.866,0.707,0.707,0.866,0.935,0.707
