,contextFold,contrafold,e2efold,ipknot,mxfold,mxfold2,rna-state-inf,rna-structure,rnafold,spot-rna,ufold
6SQQ_1_ZZZ,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6SV4_1_BR,0.899,0.901,0.957,0.733,0.778,0.722,0.845,0.456,0.676,0.943,0.972
6SV4_1_mb,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.976,0.976,1.0,0.976
6SV4_1_mc,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.326,0.976,1.0,0.976
6SV4_1_nb,1.0,0.572,1.0,0.8,0.707,1.0,0.324,1.0,0.324,1.0,1.0
6SV4_1_nc,1.0,0.572,1.0,0.8,0.707,1.0,0.324,0.514,0.324,1.0,1.0
6SV4_1_n,0.81,0.651,0.976,0.605,0.273,0.732,0.195,0.282,0.781,0.976,0.976
6SV4_1_YR,0.899,0.901,0.957,0.733,0.778,0.722,0.845,0.456,0.676,0.943,0.972
6SV4_1_ZR,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.472,0.684,0.945,0.973
6SVS_1_A,0.866,0.89,0.0,0.796,0.827,0.764,0.375,0.612,0.792,0.979,0.867
6SVS_1_B,0.866,0.89,0.0,0.796,0.827,0.764,0.375,0.792,0.792,0.979,0.867
6SW9_1_4,0.556,0.501,0.26,0.574,0.919,0.973,0.513,0.973,0.501,0.919,0.835
6SWA_1_s,0.965,0.78,0.965,0.689,0.817,0.586,0.807,0.912,0.931,0.966,0.965
6SWC_1_4,0.551,0.512,0.231,0.582,0.901,0.976,0.524,0.976,0.512,0.927,0.851
6SWE_1_4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6SX0_1_C-D,0.874,1.0,0.0,0.939,0.0,0.939,0.939,0.939,0.939,0.97,1.0
6SX2_1_C-D,0.882,1.0,0.105,0.943,0.0,0.943,0.943,0.913,0.943,0.972,1.0
6SXO_1_L8,0.302,0.286,0.123,0.32,0.302,0.201,0.302,0.302,0.201,0.302,0.087
6SY4_1_C,1.0,0.756,0.338,0.756,0.926,1.0,1.0,1.0,1.0,1.0,1.0
6SY6_1_D,1.0,0.775,0.0,0.6,0.894,1.0,1.0,1.0,1.0,1.0,1.0
6SZS_1_B,0.972,0.274,0.972,0.674,0.304,0.857,0.27,0.25,0.264,0.986,0.972
6SZS_1_x,0.977,0.955,0.977,0.977,0.977,0.977,0.93,0.953,0.545,0.977,0.977
6SZV_1_R-M,0.943,1.0,0.385,0.943,0.943,1.0,1.0,1.0,1.0,1.0,1.0
6SZV_1_V,0.0,0.0,0.707,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
6T0N_1_V-R,0.5,0.5,0.0,0.548,0.548,0.548,0.548,0.548,0.548,0.617,0.577
6T0R_1_V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6T0S_1_V-M,0.909,0.763,0.0,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763
6T0U_1_V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6T0V_1_R-M,0.943,1.0,0.167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6T0V_1_V,0.0,0.0,0.707,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
6T0W_1_V,0.0,0.714,0.0,0.0,0.0,0.507,0.0,0.0,0.0,0.617,0.0
6T2C_1_V,0.668,0.75,0.0,0.791,0.722,0.668,0.668,0.668,0.668,0.75,0.866
6T3K_1_A,0.725,0.812,0.049,0.875,0.675,0.913,0.666,0.434,0.944,0.794,0.901
6T3N_1_A,0.719,0.801,0.11,0.862,0.668,0.897,0.658,0.426,0.928,0.788,0.86
6T3S_1_A,0.729,0.766,0.054,0.845,0.679,0.907,0.651,0.417,0.939,0.75,0.917
6T4Q_1_6,0.81,0.651,0.976,0.605,0.282,0.732,0.195,0.0,0.238,0.976,1.0
6T4Q_1_7,0.85,0.872,0.975,0.868,0.671,0.843,0.872,0.821,0.85,0.975,0.975
6T4Q_1_C4,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
6T59_1_23,0.657,0.62,0.975,0.62,0.478,0.975,0.564,0.0,0.0,0.975,0.975
6T59_1_74,0.972,0.822,0.972,0.747,0.838,0.639,0.845,0.915,0.944,0.972,0.972
6T7I_1_6,0.81,0.651,0.976,0.605,0.282,0.732,0.195,0.0,0.238,0.976,1.0
6T7I_1_7,0.85,0.872,0.975,0.868,0.671,0.843,0.872,0.821,0.85,0.975,0.975
6T7I_1_C4,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
6T7T_1_6,0.977,0.744,0.977,0.693,0.953,0.977,0.704,0.763,0.763,0.977,0.977
6T7T_1_7,0.976,0.732,0.976,0.676,0.976,0.976,0.688,0.751,0.751,0.976,0.976
6T7T_1_C4,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
6T83_1_4b,0.899,0.901,0.957,0.733,0.778,0.722,0.845,0.833,0.676,0.943,0.972
6T83_1_6b,0.977,0.744,0.977,0.693,0.953,0.977,0.704,0.763,0.763,0.977,0.977
6T83_1_8,0.977,0.744,0.977,0.693,0.953,0.977,0.704,0.763,0.763,0.977,0.977
6T83_1_Bb,0.867,0.899,0.971,0.778,0.741,0.732,0.841,0.829,0.713,0.942,0.986
6TB3_1_BR,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.472,0.684,0.945,0.973
6TB3_1_n,0.9,0.571,0.082,0.751,0.676,0.951,0.586,0.601,0.976,0.951,0.874
6TB7_1_A,0.868,0.896,0.0,0.843,0.577,0.577,0.577,0.538,0.896,0.896,0.949
6TBV_1_05S1,0.972,0.274,0.972,0.674,0.304,0.857,0.27,0.274,0.264,0.986,0.972
6TBV_1_PTR1,1.0,0.651,0.414,0.9,0.874,1.0,0.36,1.0,1.0,1.0,0.976
6TC3_1_05S1,0.972,0.274,0.972,0.674,0.304,0.857,0.27,0.274,0.264,0.986,0.972
6TC3_1_PTR1,1.0,0.651,0.414,0.9,0.874,1.0,0.36,1.0,1.0,1.0,0.976
6TF0_1_A,0.688,0.668,0.0,0.553,0.331,0.318,0.318,0.662,0.556,0.711,0.688
6TF1_1_A,0.868,0.896,0.0,0.843,0.577,0.577,0.577,0.538,0.896,0.896,0.949
6TF2_1_A,0.868,0.896,0.0,0.843,0.577,0.577,0.577,0.538,0.896,0.896,0.949
6TF3_1_A,0.868,0.896,0.0,0.843,0.577,0.577,0.577,0.538,0.896,0.896,0.949
6TFE_1_A,0.868,0.896,0.0,0.843,0.577,0.577,0.577,0.538,0.896,0.896,0.949
6TFF_1_A,0.868,0.896,0.0,0.843,0.577,0.577,0.577,0.538,0.896,0.896,0.949
6TFG_1_A,0.868,0.896,0.0,0.843,0.577,0.577,0.577,0.538,0.896,0.896,0.949
6TFH_1_A,0.688,0.668,0.0,0.553,0.331,0.318,0.318,0.662,0.556,0.711,0.688
6TH6_1_BB,0.987,0.897,0.847,0.897,0.907,0.923,0.921,0.949,0.949,0.934,0.961
6TNA_1_A,0.458,0.63,0.083,0.548,0.497,0.972,0.476,0.236,0.476,0.756,0.548
6TNN_1_V,0.881,0.558,0.862,0.576,0.786,0.634,0.61,0.624,0.624,0.734,0.862
6TNU_1_BR,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.472,0.684,0.945,0.973
6TNU_1_m,0.923,0.44,0.923,0.616,0.779,0.895,0.391,0.651,0.718,0.923,0.923
6TNU_1_n,0.851,0.952,0.073,0.772,0.81,0.976,0.411,0.976,0.976,0.976,0.878
6TPH_1_B,0.894,0.894,0.316,0.894,1.0,1.0,0.894,0.894,0.894,0.894,0.8
6TPQ_1_V,0.986,0.685,0.899,0.704,0.854,0.75,0.732,0.74,0.74,0.861,0.986
6TQA_1_E,1.0,1.0,0.0,0.935,1.0,1.0,0.935,1.0,1.0,1.0,1.0
6TQA_1_F,1.0,1.0,0.0,0.935,1.0,1.0,0.935,1.0,1.0,1.0,1.0
6TQA_1_G,1.0,1.0,0.0,0.935,1.0,1.0,0.935,1.0,1.0,1.0,1.0
6TQA_1_H,1.0,1.0,0.0,0.935,1.0,1.0,0.935,1.0,1.0,1.0,1.0
6TQB_1_B,0.935,1.0,0.0,0.935,1.0,1.0,1.0,1.0,1.0,0.935,1.0
6TW1_1_V-M,0.833,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
6TY9_1_T-N,0.913,1.0,0.0,0.913,0.913,0.913,0.913,0.913,0.913,0.577,0.913
6TZ1_1_T-M,0.935,0.935,0.0,0.935,0.935,0.935,0.935,0.0,0.0,0.866,0.612
6TZ2_1_N-T-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211
6U48_1_CB,0.969,0.269,0.969,0.675,0.296,0.603,0.265,0.265,0.254,0.985,0.969
6U6J_1_A-B,0.935,1.0,0.0,0.935,0.935,0.935,0.866,0.935,0.935,0.935,0.5
6U79_10_A,0.966,1.0,0.274,0.894,0.931,1.0,1.0,0.966,1.0,0.894,1.0
6U7Y_1_A-B,0.905,0.953,0.0,0.905,0.905,0.905,0.905,0.798,0.905,1.0,0.818
6U7Z_1_A-B,0.0,0.559,0.141,0.527,0.843,0.632,0.671,0.707,0.559,0.667,0.6
6U8D_1_A,0.962,1.0,0.0,0.885,0.981,0.981,0.962,0.654,0.981,1.0,0.889
6U8F_1_A-B,0.0,0.0,0.0,0.0,0.704,0.572,0.503,0.0,0.503,0.667,0.522
6U8K_1_A,0.962,1.0,0.0,0.885,0.981,0.981,0.962,0.654,0.981,1.0,0.889
6U8K_1_B,0.962,1.0,0.0,0.885,0.981,0.981,0.962,0.981,0.981,1.0,0.889
6U8K_1_C,0.962,1.0,0.0,0.885,0.981,0.981,0.962,0.654,0.981,1.0,0.889
6U8U_1_A-B,0.935,1.0,0.0,0.935,0.935,0.935,0.866,0.935,0.935,0.935,0.5
6UBU_1_B,0.885,0.861,0.111,0.885,0.861,0.885,0.885,0.86,0.885,0.978,1.0
6UC7_1_B,0.885,0.861,0.111,0.885,0.861,0.885,0.885,0.86,0.885,0.978,1.0
6UC8_1_B,0.885,0.861,0.111,0.885,0.861,0.885,0.885,0.86,0.885,0.978,1.0
6UC9_1_B,0.885,0.861,0.111,0.885,0.861,0.885,0.885,0.86,0.885,0.978,1.0
6UCQ_1_1B,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
6UCQ_1_1x,0.976,0.333,0.0,0.419,0.35,0.976,0.286,0.25,0.293,0.976,0.524
6UCQ_1_1y,1.0,0.35,0.0,0.439,0.359,1.0,0.3,0.975,0.308,1.0,0.55
6UCQ_1_2B,0.986,0.783,0.956,0.857,0.772,0.971,0.703,0.278,0.743,0.986,0.956
6UCQ_1_2x,0.976,0.333,0.0,0.419,0.35,0.976,0.286,0.25,0.293,0.976,0.524
6UCQ_1_2y,0.973,0.316,0.0,0.41,0.324,0.973,0.263,0.973,0.27,0.973,0.526
6UES_1_A,0.212,0.305,0.0,0.512,0.782,0.376,0.755,0.755,0.305,0.668,0.752
6UET_1_A,0.227,0.312,0.0,0.523,0.795,0.39,0.767,0.767,0.312,0.722,0.751
6UEY_1_A,0.456,0.364,0.0,0.603,0.572,0.402,0.402,0.402,0.402,0.746,0.818
6UEY_1_C,0.51,0.417,0.0,0.639,0.548,0.385,0.456,0.385,0.456,0.77,0.833
6UF1_1_A,0.456,0.364,0.0,0.603,0.572,0.402,0.402,0.402,0.402,0.746,0.818
6UF1_1_C,0.51,0.417,0.0,0.639,0.548,0.385,0.456,0.385,0.456,0.77,0.833
6UFG_1_A,0.364,0.622,0.043,0.606,0.443,0.472,0.533,0.41,0.697,0.684,0.548
6UFG_1_B,0.977,0.977,0.977,0.953,0.64,0.977,0.977,0.929,0.756,1.0,0.977
6UFH_1_A,0.792,0.747,0.04,0.727,0.637,0.659,0.697,0.432,0.725,0.82,0.792
6UFH_1_B,0.977,0.977,0.977,0.953,0.64,0.977,0.977,0.929,0.756,0.977,0.977
6UFJ_1_A,0.456,0.364,0.0,0.905,0.545,0.402,0.402,0.402,0.402,0.746,0.818
6UFJ_1_C,0.51,0.417,0.0,0.913,0.522,0.385,0.456,0.385,0.456,0.77,0.833
6UFK_1_A,0.456,0.364,0.0,0.905,0.545,0.402,0.402,0.402,0.402,0.746,0.818
6UFK_1_C,0.51,0.417,0.0,0.913,0.522,0.385,0.456,0.385,0.456,0.77,0.833
6UFM_1_A,0.977,0.977,0.977,0.909,0.64,0.977,0.977,0.286,0.756,0.977,0.977
6UFM_1_B,0.947,0.91,0.0,0.817,0.854,0.874,0.874,0.854,0.874,0.858,0.813
6UGG_1_A,0.977,0.977,0.977,0.831,0.603,0.977,0.587,0.0,0.696,1.0,0.977
6UGG_1_B,0.977,0.977,0.977,0.831,0.603,0.977,0.587,0.227,0.696,1.0,0.977
6UGI_1_A,1.0,1.0,0.129,1.0,1.0,1.0,1.0,0.957,1.0,1.0,1.0
6UGJ_1_A,1.0,1.0,0.204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6UO1_1_1B,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.757,0.757,0.986,0.944
6UO1_1_1w,0.975,0.35,0.424,0.439,0.369,0.975,0.3,0.264,0.308,0.922,0.537
6UO1_1_1x,0.566,0.501,0.197,0.751,0.551,0.976,0.512,0.976,0.976,0.952,0.976
6UO1_1_1y,1.0,0.35,0.0,0.439,0.359,1.0,0.3,0.975,0.308,1.0,0.55
6UO1_1_2B,0.973,0.795,0.944,0.865,0.738,0.973,0.702,0.291,0.757,0.986,0.944
6UO1_1_2w,0.307,0.316,0.073,0.401,0.287,0.263,0.263,0.263,0.263,0.779,0.526
6UO1_1_2x,0.566,0.501,0.197,0.751,0.551,0.976,0.512,0.976,0.976,0.952,0.976
6UO1_1_2y,0.335,0.342,0.079,0.42,0.359,0.342,0.293,0.25,0.293,0.866,0.439
6UP0_1_C,1.0,1.0,0.354,1.0,1.0,1.0,1.0,0.935,1.0,1.0,1.0
6UP0_1_D,1.0,1.0,0.354,1.0,1.0,1.0,1.0,0.935,1.0,1.0,1.0
6UVN_1_M,0.0,0.0,0.0,0.507,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6UZ7_1_3,0.601,0.345,0.601,0.472,0.345,0.601,0.601,0.601,0.601,0.648,0.601
6UZ7_1_7,0.874,0.904,0.959,0.742,0.756,0.703,0.849,0.838,0.684,0.945,0.973
6V39_1_B,0.947,0.893,0.947,0.983,0.774,0.854,0.78,0.75,0.702,0.983,0.947
6V39_1_v,0.852,0.8,0.852,0.686,0.852,0.8,0.632,0.595,0.8,0.882,1.0
6V3A_1_B,0.949,0.897,0.949,0.983,0.783,0.859,0.788,0.759,0.712,0.983,0.949
6V3A_1_v,0.868,0.821,0.808,0.718,0.868,0.821,0.56,0.537,0.821,0.894,1.0
6V3B_1_B,0.947,0.893,0.947,0.983,0.774,0.854,0.78,0.75,0.702,0.983,0.947
6V3D_1_B,0.947,0.893,0.947,0.983,0.774,0.854,0.78,0.75,0.702,0.983,0.947
6V4X_1_Z-Y,0.87,0.917,0.51,0.957,0.881,0.917,0.87,0.87,0.87,0.957,0.917
6V5B_1_D,0.962,1.0,0.0,0.962,0.818,0.962,0.943,0.906,0.962,1.0,0.981
6V5C_1_D,0.941,1.0,0.326,0.961,0.833,0.961,0.941,0.902,0.961,1.0,1.0
6V9B_1_B-D,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6V9D_1_B-E,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6V9Q_1_K,0.0,0.0,0.0,0.4,0.894,0.0,0.0,1.0,1.0,0.4,0.4
6VA1_1_A-B,0.0,1.0,0.183,0.894,0.775,0.894,0.894,0.837,0.894,0.949,1.0
6VA2_1_A-B,0.0,1.0,0.183,0.894,0.775,0.894,0.894,0.837,0.894,0.949,1.0
6VA3_1_A-B,0.0,1.0,0.183,0.894,0.775,0.894,0.894,0.837,0.894,0.949,1.0
6VA4_1_A-B,0.0,1.0,0.183,0.894,0.775,0.894,0.894,0.837,0.894,0.949,1.0
6VAR_6_A,0.956,0.978,0.462,0.978,0.793,0.978,0.978,0.978,0.978,1.0,1.0
6VBW_1_K,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,0.25,0.25
6VEM_1_A-B,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236
6VFF_1_D-C,0.929,0.966,0.371,0.929,0.929,0.929,0.929,0.801,0.929,0.948,0.966
6VLZ_1_B,0.0,0.347,0.442,0.302,0.51,0.347,0.577,0.347,0.347,0.707,0.632
6VMI_1_B,0.0,0.347,0.442,0.302,0.51,0.347,0.577,0.347,0.347,0.707,0.632
6VMY_1_A,0.0,0.476,0.0,0.476,0.471,0.773,0.457,0.122,0.693,0.876,0.557
6VPC_1_A,0.259,0.546,0.0,0.728,0.824,0.485,0.485,0.8,0.235,0.688,0.588
6VQX_1_K,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6VRB_1_B,0.894,0.894,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.894
6VRC_1_B,0.894,0.894,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.894
6VU1_1_A,0.87,0.917,0.0,0.833,0.87,1.0,1.0,1.0,1.0,0.833,0.917
6VU3_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VU3_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VU3_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VUH_1_A,0.845,0.845,0.154,0.845,0.845,0.845,0.845,0.0,0.845,0.926,1.0
6VUI_1_A,0.845,0.845,0.154,0.845,0.845,0.845,0.845,0.0,0.845,0.926,1.0
6VVJ_7_A,0.863,0.889,0.0,0.897,0.908,0.95,0.897,0.772,0.918,0.762,0.83
6VWL_1_3,0.971,0.282,0.971,0.683,0.309,0.899,0.278,0.257,0.274,0.986,0.971
6VWL_1_4,0.917,1.0,0.0,0.957,0.957,0.913,1.0,0.957,1.0,1.0,1.0
6VWL_1_5,1.0,0.616,1.0,0.718,0.759,1.0,0.564,0.564,0.564,1.0,1.0
6VWM_1_3,0.968,0.295,0.968,0.693,0.323,0.923,0.291,0.273,0.299,0.984,0.968
6VWM_1_4,0.917,1.0,0.0,0.957,0.957,0.913,1.0,0.957,1.0,1.0,1.0
6VWM_1_5,0.972,0.5,0.972,0.611,0.693,0.972,0.444,0.444,0.444,1.0,0.972
6VWN_1_3,0.968,0.295,0.968,0.693,0.323,0.923,0.291,0.273,0.299,0.984,0.968
6VWN_1_4,0.917,1.0,0.0,0.957,0.957,0.913,1.0,0.957,1.0,1.0,1.0
6VWN_1_5,0.972,0.5,0.972,0.611,0.669,0.972,0.972,0.972,0.972,1.0,0.972
6VWT_1_A,0.917,0.917,0.0,0.959,0.917,0.917,0.917,0.584,0.917,0.873,1.0
6VWT_1_B,0.917,0.917,0.0,0.959,0.917,0.917,0.917,0.894,0.917,0.873,1.0
6VWV_1_A,0.917,0.917,0.0,0.959,0.917,0.917,0.917,0.584,0.917,0.873,1.0
6VWV_1_B,0.917,0.917,0.0,0.959,0.917,0.917,0.917,0.894,0.917,0.873,1.0
6VYQ_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VYQ_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VYQ_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VYR_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VYR_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VYR_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VYS_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VYS_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VYS_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VYT_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VYT_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VYT_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VYU_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VYU_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VYU_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VYW_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VYW_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VYW_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VYX_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VYX_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VYX_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VYY_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VYY_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VYY_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VYZ_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VYZ_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VYZ_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VZ2_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VZ2_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VZ2_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VZ3_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VZ3_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VZ3_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VZ5_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VZ5_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VZ5_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VZ7_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VZ7_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VZ7_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6VZC_1_A,0.894,1.0,0.129,1.0,1.0,1.0,1.0,0.949,1.0,1.0,1.0
6VZJ_1_A,0.0,0.513,1.0,0.537,0.759,1.0,0.524,0.334,0.524,1.0,1.0
6VZJ_1_B,1.0,0.463,1.0,0.487,0.73,1.0,0.474,1.0,0.474,1.0,1.0
6VZJ_1_d,0.971,0.254,0.971,0.663,0.282,0.853,0.25,0.254,0.244,0.986,0.971
6W2S_1_0,0.602,0.584,0.0,0.488,0.466,0.553,0.532,0.532,0.527,0.463,0.432
6W2T_1_A,0.0,0.631,0.0,0.501,0.489,0.578,0.578,0.277,0.578,0.466,0.466
6W3M_3_A,1.0,1.0,0.149,1.0,1.0,1.0,0.931,0.966,1.0,1.0,1.0
6W5C_1_B,0.0,0.0,0.0,0.617,0.0,0.0,0.0,0.913,0.0,0.617,0.0
6W62_1_B,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6W64_1_B,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4
6W6L_1_E,0.97,0.812,0.97,0.733,0.845,0.618,0.836,0.925,0.941,0.971,0.97
6W6L_1_u,1.0,0.563,0.901,0.693,0.71,1.0,1.0,0.313,1.0,1.0,1.0
6W6L_1_v,0.693,0.487,0.589,0.707,0.648,0.648,0.514,0.629,0.611,0.707,0.8
6W6P_1_B,0.983,0.517,0.965,0.491,0.842,0.858,0.877,0.877,0.897,0.966,0.965
6W6V_1_A,0.58,0.714,0.041,0.596,0.463,0.542,0.51,0.249,0.614,0.676,0.688
6WAZ_1_D-C,0.941,1.0,0.327,0.961,0.941,0.961,0.961,0.899,0.961,0.981,1.0
6WB0_1_D-C,0.918,1.0,0.0,0.874,0.889,0.874,0.903,0.827,0.903,0.874,0.903
6WB1_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6WB2_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6WBR_1_B,0.479,0.479,0.059,0.591,0.744,0.763,0.744,0.977,0.977,0.879,0.955
6WC0_1_B,0.455,0.455,0.063,0.571,0.732,0.751,0.732,0.976,0.976,0.873,0.952
6WD0_1_2,0.972,0.274,0.972,0.674,0.304,0.901,0.27,0.25,0.264,0.986,0.972
6WD0_1_5,1.0,1.0,1.0,0.813,1.0,1.0,0.524,1.0,1.0,1.0,1.0
6WD0_1_6,1.0,1.0,1.0,0.835,1.0,1.0,0.551,1.0,1.0,1.0,1.0
6WD1_1_2,0.972,0.274,0.972,0.674,0.304,0.901,0.27,0.25,0.264,0.986,0.972
6WD1_1_5,1.0,1.0,1.0,0.828,1.0,1.0,0.564,1.0,1.0,1.0,1.0
6WD2_1_2,0.971,0.286,0.971,0.663,0.319,0.899,0.282,0.261,0.274,0.986,0.971
6WD2_1_5,1.0,1.0,1.0,0.813,1.0,1.0,0.524,1.0,1.0,1.0,1.0
6WD2_1_6,1.0,1.0,1.0,0.803,1.0,1.0,0.551,1.0,1.0,1.0,1.0
6WD2_1_7,0.956,0.578,0.956,0.696,0.688,0.956,0.956,0.933,0.956,0.957,0.956
6WD3_1_2,0.971,0.286,0.971,0.663,0.319,0.899,0.282,0.261,0.274,0.986,0.971
6WD3_1_5,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.976,0.976,1.0,0.976
6WD3_1_6,0.976,0.952,0.976,0.794,0.976,0.976,0.512,0.976,0.976,1.0,0.976
6WD3_1_7,0.977,0.62,0.977,0.744,0.704,0.977,0.977,0.953,0.977,0.955,0.977
6WD4_1_2,0.971,0.286,0.971,0.663,0.319,0.899,0.282,0.261,0.274,0.986,0.971
6WD4_1_5,1.0,1.0,1.0,0.813,1.0,1.0,0.524,1.0,1.0,1.0,1.0
6WD4_1_6,0.975,0.95,0.975,0.783,0.975,0.975,0.524,0.975,0.975,1.0,0.975
6WD4_1_7,0.935,0.596,0.935,0.708,0.656,0.957,0.957,0.935,0.957,0.958,0.935
